"variable","mean_treated","mean_control","sd_treated","sd_control","std_diff"
"edad_meses_tvip",67.8618863312284,67.0078947368421,5.97363057203914,5.52828570044315,0.148384347677749
"ln_cp_inc_total",12.3044094074987,12.1557358714481,1.45277411305942,1.22914128853853,0.110487707356505
"peso_normal_emb",0.495218295218295,0.52,0.500029115556947,0.500267308225457,-0.0495487207390195
"fuma_emb",0.0974699294898382,0.0693333333333333,0.296627357962411,0.254359494079077,0.101832446033623
"alcohol_emb",0.0672757475083056,0.0482573726541555,0.25052495572037,0.214597443166289,0.0815350580711237
